src,dst
0,1
1,2
2,3
3,4
4,5
5,6
6,7
7,8
8,9
9,10
10,11
11,12
12,13
13,14
14,15
15,16
16,17
17,18
18,19
19,20
20,21
21,22
22,23
23,24
24,25
25,26
26,27
27,28
28,29
29,30
30,31
31,32
32,33
33,34
34,35
35,36
36,37
37,38
38,39
39,40
40,41
41,42
42,43
43,44
44,45
45,46
46,47
47,48
48,49
49,50
50,51
51,52
52,53
53,54
54,55
55,56
56,57
57,58
58,59
59,60
60,61
61,62
62,63
63,64
64,65
65,66
66,67
67,68
68,69
69,70
70,71
71,72
72,73
73,74
74,75
75,76
76,77
77,78
78,79
79,80
80,81
81,82
82,83
83,84
84,85
85,86
86,87
87,88
88,89
89,90
90,91
91,92
92,93
93,94
0,95
1,95
2,95
3,95
4,95
5,95
6,95
7,95
8,95
9,95
10,95
11,95
12,95
13,95
14,95
15,95
16,95
17,95
18,95
19,95
20,95
21,95
22,95
23,95
24,95
25,95
26,95
27,95
28,95
29,95
30,95
31,95
32,95
33,95
34,95
35,95
36,95
37,95
38,95
39,95
40,95
41,95
42,95
43,95
44,95
45,95
46,95
47,95
48,95
49,95
50,95
51,95
52,95
53,95
54,95
55,95
56,95
57,95
58,95
59,95
60,95
61,95
62,95
63,95
64,95
65,95
66,95
67,95
68,95
69,95
70,95
71,95
72,95
73,95
74,95
75,95
76,95
77,95
78,95
79,95
80,95
81,95
82,95
83,95
84,95
85,95
86,95
87,95
88,95
89,95
90,95
91,95
92,95
93,95
94,95
