operation,Non-working days,Working_days non-working_hours,Working_days working_hours,activity_logon,url,http_num,activity_device,device_num,session_indicator,targets,graph_indicator
logon,1,0,0,1,0,0,0,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
http,1,1,1,1,0,0,1,0,5079,0,5079
logon,0,0,0,0,0,0,0,0,5079,0,5079
5,5,5,5,5,5,0,5,0,5079,0,5079
