operation,Non-working days,Working_days non-working_hours,Working_days working_hours,activity_logon,url,http_num,activity_device,device_num,session_indicator,targets,graph_indicator
logon,0,0,1,1,0,0,0,0,7196,0,7196
http,1,1,1,1,0,0,1,0,7196,0,7196
http,1,1,1,1,0,0,1,0,7196,0,7196
email,2,2,2,2,2,0,2,0,7196,0,7196
http,1,1,1,1,0,0,1,0,7196,0,7196
http,1,1,1,1,0,0,1,0,7196,0,7196
email,2,2,2,2,2,0,2,0,7196,0,7196
email,2,2,2,2,2,0,2,0,7196,0,7196
http,1,1,1,1,0,0,1,0,7196,0,7196
http,1,1,1,1,0,0,1,0,7196,0,7196
http,1,1,1,1,0,0,1,0,7196,0,7196
http,1,1,1,1,0,0,1,0,7196,0,7196
http,1,1,1,1,0,0,1,0,7196,0,7196
http,1,1,1,1,0,0,1,0,7196,0,7196
http,1,1,1,1,0,0,1,0,7196,0,7196
http,1,1,1,1,0,0,1,0,7196,0,7196
http,1,1,1,1,0,0,1,0,7196,0,7196
http,1,1,1,1,0,0,1,0,7196,0,7196
http,1,1,1,1,0,0,1,0,7196,0,7196
http,1,1,1,1,0,0,1,0,7196,0,7196
http,1,1,1,1,0,0,1,0,7196,0,7196
http,1,1,1,1,0,0,1,0,7196,0,7196
http,1,1,1,1,0,0,1,0,7196,0,7196
http,1,1,1,1,0,0,1,0,7196,0,7196
http,1,1,1,1,0,0,1,0,7196,0,7196
http,1,1,1,1,0,0,1,0,7196,0,7196
http,1,1,1,1,0,0,1,0,7196,0,7196
http,1,1,1,1,0,0,1,0,7196,0,7196
http,1,1,1,1,0,0,1,0,7196,0,7196
http,1,1,1,1,0,0,1,0,7196,0,7196
http,1,1,1,1,0,0,1,0,7196,0,7196
http,1,1,1,1,0,0,1,0,7196,0,7196
http,1,1,1,1,0,0,1,0,7196,0,7196
logon,0,0,0,0,0,0,0,0,7196,0,7196
5,5,5,5,5,5,0,5,0,7196,0,7196
