operation,Non-working days,Working_days non-working_hours,Working_days working_hours,activity_logon,url,http_num,activity_device,device_num,session_indicator,targets,graph_indicator
logon,0,1,0,1,0,0,0,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
device,3,3,3,3,3,0,1,0,6118,0,6118
file,4,4,4,4,4,0,4,0,6118,0,6118
file,4,4,4,4,4,0,4,0,6118,0,6118
file,4,4,4,4,4,0,4,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
file,4,4,4,4,4,0,4,0,6118,0,6118
file,4,4,4,4,4,0,4,0,6118,0,6118
file,4,4,4,4,4,0,4,0,6118,0,6118
file,4,4,4,4,4,0,4,0,6118,0,6118
file,4,4,4,4,4,0,4,0,6118,0,6118
device,3,3,3,3,3,0,0,0,6118,0,6118
device,3,3,3,3,3,0,1,0,6118,0,6118
file,4,4,4,4,4,0,4,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
file,4,4,4,4,4,0,4,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
device,3,3,3,3,3,0,0,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
device,3,3,3,3,3,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
file,4,4,4,4,4,0,4,0,6118,0,6118
file,4,4,4,4,4,0,4,0,6118,0,6118
file,4,4,4,4,4,0,4,0,6118,0,6118
device,3,3,3,3,3,0,0,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
http,1,1,1,1,0,0,1,0,6118,0,6118
logon,0,0,0,0,0,0,0,0,6118,0,6118
5,5,5,5,5,5,0,5,6,6118,0,6118
