src,dst
0,1
1,2
2,3
3,4
4,5
5,6
6,7
7,8
8,9
9,10
10,11
11,12
12,13
13,14
14,15
15,16
16,17
17,18
18,19
19,20
20,21
21,22
22,23
23,24
24,25
25,26
26,27
27,28
28,29
29,30
30,31
31,32
32,33
33,34
34,35
35,36
36,37
37,38
38,39
39,40
40,41
41,42
42,43
43,44
44,45
45,46
46,47
47,48
48,49
49,50
50,51
51,52
52,53
53,54
54,55
55,56
56,57
57,58
58,59
59,60
60,61
61,62
62,63
63,64
64,65
65,66
66,67
67,68
68,69
69,70
70,71
71,72
72,73
73,74
74,75
75,76
76,77
77,78
78,79
79,80
80,81
81,82
82,83
0,84
1,84
2,84
3,84
4,84
5,84
6,84
7,84
8,84
9,84
10,84
11,84
12,84
13,84
14,84
15,84
16,84
17,84
18,84
19,84
20,84
21,84
22,84
23,84
24,84
25,84
26,84
27,84
28,84
29,84
30,84
31,84
32,84
33,84
34,84
35,84
36,84
37,84
38,84
39,84
40,84
41,84
42,84
43,84
44,84
45,84
46,84
47,84
48,84
49,84
50,84
51,84
52,84
53,84
54,84
55,84
56,84
57,84
58,84
59,84
60,84
61,84
62,84
63,84
64,84
65,84
66,84
67,84
68,84
69,84
70,84
71,84
72,84
73,84
74,84
75,84
76,84
77,84
78,84
79,84
80,84
81,84
82,84
83,84
