src,dst
0,1
1,2
2,3
3,4
4,5
5,6
6,7
7,8
8,9
9,10
10,11
11,12
12,13
13,14
14,15
15,16
16,17
17,18
18,19
19,20
20,21
21,22
22,23
23,24
24,25
25,26
26,27
27,28
28,29
29,30
30,31
31,32
32,33
33,34
34,35
35,36
36,37
37,38
38,39
39,40
40,41
41,42
42,43
43,44
44,45
45,46
46,47
47,48
48,49
49,50
50,51
51,52
52,53
53,54
54,55
55,56
56,57
57,58
58,59
59,60
60,61
61,62
62,63
63,64
64,65
65,66
66,67
67,68
68,69
69,70
70,71
71,72
72,73
73,74
74,75
75,76
76,77
77,78
78,79
79,80
80,81
81,82
82,83
83,84
84,85
85,86
86,87
87,88
88,89
89,90
90,91
91,92
92,93
93,94
94,95
95,96
96,97
97,98
98,99
99,100
100,101
101,102
102,103
103,104
104,105
105,106
106,107
107,108
108,109
109,110
110,111
111,112
112,113
113,114
114,115
115,116
116,117
117,118
118,119
119,120
120,121
121,122
122,123
123,124
124,125
125,126
126,127
127,128
128,129
129,130
130,131
131,132
132,133
133,134
134,135
135,136
136,137
137,138
138,139
139,140
140,141
141,142
142,143
143,144
144,145
145,146
146,147
147,148
148,149
149,150
150,151
151,152
152,153
153,154
154,155
155,156
156,157
157,158
158,159
159,160
160,161
161,162
162,163
163,164
164,165
165,166
166,167
167,168
168,169
0,170
1,170
2,170
3,170
4,170
5,170
6,170
7,170
8,170
9,170
10,170
11,170
12,170
13,170
14,170
15,170
16,170
17,170
18,170
19,170
20,170
21,170
22,170
23,170
24,170
25,170
26,170
27,170
28,170
29,170
30,170
31,170
32,170
33,170
34,170
35,170
36,170
37,170
38,170
39,170
40,170
41,170
42,170
43,170
44,170
45,170
46,170
47,170
48,170
49,170
50,170
51,170
52,170
53,170
54,170
55,170
56,170
57,170
58,170
59,170
60,170
61,170
62,170
63,170
64,170
65,170
66,170
67,170
68,170
69,170
70,170
71,170
72,170
73,170
74,170
75,170
76,170
77,170
78,170
79,170
80,170
81,170
82,170
83,170
84,170
85,170
86,170
87,170
88,170
89,170
90,170
91,170
92,170
93,170
94,170
95,170
96,170
97,170
98,170
99,170
100,170
101,170
102,170
103,170
104,170
105,170
106,170
107,170
108,170
109,170
110,170
111,170
112,170
113,170
114,170
115,170
116,170
117,170
118,170
119,170
120,170
121,170
122,170
123,170
124,170
125,170
126,170
127,170
128,170
129,170
130,170
131,170
132,170
133,170
134,170
135,170
136,170
137,170
138,170
139,170
140,170
141,170
142,170
143,170
144,170
145,170
146,170
147,170
148,170
149,170
150,170
151,170
152,170
153,170
154,170
155,170
156,170
157,170
158,170
159,170
160,170
161,170
162,170
163,170
164,170
165,170
166,170
167,170
168,170
169,170
