operation,Non-working days,Working_days non-working_hours,Working_days working_hours,activity_logon,url,activity_device,targets,graph_indicator
logon,1,0,0,1,0,0,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
http,1,1,1,1,0,1,0,5079
logon,0,0,0,0,0,0,0,5079
